Jornal,Coluna,Palavra,Data,Data formatada,Metaforico,Título,,Link,,stringado
Folha de S. Paulo,Cotidiano,Esquizofrenia,30 de dezembro de 2008,30/12/2008,Não,Aposentado mata a cunhada e fere 2 irmãos na zona norte,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff3012200808.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff3012200808.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,30/12/2008,30/12/2008,Não,Aposentado mata a cunhada e fere 2 irmãos na zona norte de SP,"""",https://www1.folha.uol.com.br/cotidiano/2008/12/484433-aposentado-mata-a-cunhada-e-fere-2-irmaos-na-zona-norte-de-sp.shtml,""",","""https://www1.folha.uol.com.br/cotidiano/2008/12/484433-aposentado-mata-a-cunhada-e-fere-2-irmaos-na-zona-norte-de-sp.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,03 de janeiro de 2009,03/01/2009,Não,Genética e comportamento social,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq0301200926.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq0301200926.htm"","
Folha de S. Paulo,CIência,Esquizofrenia,14/01/2009,14/01/2009,Não,"Gene presente em macacos e humanos condiciona comportamento social, diz estudo","""",https://www1.folha.uol.com.br/ciencia/2009/01/489977-gene-presente-em-macacos-e-humanos-condiciona-comportamento-social-diz-estudo.shtml,""",","""https://www1.folha.uol.com.br/ciencia/2009/01/489977-gene-presente-em-macacos-e-humanos-condiciona-comportamento-social-diz-estudo.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,15 de janeiro de 2009,15/01/2009,Não,Cássia Kiss estrela peça com olhar duro sobre família,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq1501200920.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq1501200920.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,20/01/2009,20/01/2009,Não,Ben Stiller produzirá série cômica sobre a CIA,"""",https://www1.folha.uol.com.br/ilustrada/2009/01/492266-ben-stiller-produzira-serie-comica-sobre-a-cia.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2009/01/492266-ben-stiller-produzira-serie-comica-sobre-a-cia.shtml"","
Folha de S. Paulo,Saúde,Esquizofrenia,22 de janeiro de 2009,22/01/2009,Não,Ioga e terapia serão usadas para prevenir doença mental,"""",https://www1.folha.uol.com.br/fsp/saude/sd2201200901.htm,""",","""https://www1.folha.uol.com.br/fsp/saude/sd2201200901.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,31 de janeiro de 2009,31/01/2009,Não,TODO OUVIDOS,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq3101200906.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq3101200906.htm"","
Folha de S. Paulo,Show! (Agora),Esquizofrenia,10/02/2009,10/02/2009,Não,Realidade na ficção,"""",https://agora.folha.uol.com.br/show/ult10111u501336.shtml,""",","""https://agora.folha.uol.com.br/show/ult10111u501336.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,13/02/2009,13/02/2009,Não,"Distúrbios psicológicos podem desencadear automutilação, dizem especialistas","""",https://www1.folha.uol.com.br/cotidiano/2009/02/503777-disturbios-psicologicos-podem-desencadear-automutilacao-dizem-especialistas.shtml,""",","""https://www1.folha.uol.com.br/cotidiano/2009/02/503777-disturbios-psicologicos-podem-desencadear-automutilacao-dizem-especialistas.shtml"","
Folha de S. Paulo,Teatro,Esquizofrenia,15/02/2009,15/02/2009,Não,"Falta de perspectiva permite reflexão e riso em ""O Zoológico de Vidro""","""",https://guia.folha.uol.com.br/teatro/ult10053u503221.shtml,""",","""https://guia.folha.uol.com.br/teatro/ult10053u503221.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,21 de fevereiro de 2009,21/02/2009,Não,Teens rebeldes da novela de Gloria Perez já estão mais para os 30,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2102200920.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2102200920.htm"","
Folha de S. Paulo,Mundo,Esquizofrenia,06/03/2009,06/03/2009,Não,"Acusado de decapitar homem e depois comê-lo é doente mental, diz tribunal","""",https://www1.folha.uol.com.br/mundo/2009/03/530488-acusado-de-decapitar-homem-e-depois-come-lo-e-doente-mental-diz-tribunal.shtml,""",","""https://www1.folha.uol.com.br/mundo/2009/03/530488-acusado-de-decapitar-homem-e-depois-come-lo-e-doente-mental-diz-tribunal.shtml"","
Folha de S. Paulo,BBC,Esquizofrenia,10/03/2009,10/03/2009,Não,"Pais mais velhos têm mais chances de ter filhos menos inteligentes, diz estudo","""",https://www1.folha.uol.com.br/bbc/2009/03/532048-pais-mais-velhos-tem-mais-chances-de-ter-filhos-menos-inteligentes-diz-estudo.shtml,""",","""https://www1.folha.uol.com.br/bbc/2009/03/532048-pais-mais-velhos-tem-mais-chances-de-ter-filhos-menos-inteligentes-diz-estudo.shtml"","
Folha de S. Paulo,saúde,Esquizofrenia,28 de março de 2009,28/03/2009,Não,Tabagismo pode levar a transtornos psiquiátricos,"""",https://www1.folha.uol.com.br/fsp/saude/sd2803200901.htm,""",","""https://www1.folha.uol.com.br/fsp/saude/sd2803200901.htm"","
Folha de S. Paulo,Teatro,Esquizofrenia,01/04/2009,01/04/2009,Não,"""Algumas Vozes"" usa esquizofrenia para falar de angústias da vida","""",https://guia.folha.uol.com.br/teatro/ult10053u543570.shtml,""",","""https://guia.folha.uol.com.br/teatro/ult10053u543570.shtml"","
Folha de S. Paulo,Painel do leitor,Esquizofrenia,14 de abril de 2009,14/04/2009,Não,PAINEL DO LEITOR,"""",https://www1.folha.uol.com.br/fsp/opiniao/fz1404200910.htm,""",","""https://www1.folha.uol.com.br/fsp/opiniao/fz1404200910.htm"","
Folha de S. Paulo,Painel do leitor,Esquizofrenia,15/04/2009,15/04/2009,Não,"Hospitais psiquiátricos, hospitais em Minas, fumo","""",https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/2009/04/550725-hospitais-psiquiatricos-hospitais-em-minas-fumo.shtml,""",","""https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/2009/04/550725-hospitais-psiquiatricos-hospitais-em-minas-fumo.shtml"","
Folha de S. Paulo,Painel do leitor,Esquizofrenia,16/04/2009,16/04/2009,Não,"Hospitais psiquiátricos, nova Justiça, fumo, Ronaldo","""",https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/551289-hospitais-psiquiatricos-nova-justica-fumo-ronaldo.shtml,""",","""https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/551289-hospitais-psiquiatricos-nova-justica-fumo-ronaldo.shtml"","
Folha de S. Paulo,Saúde,Esquizofrenia,18 de abril de 2009,18/04/2009,Não,Era da medicina genômica pessoal pode ter de esperar,"""",https://www1.folha.uol.com.br/fsp/saude/sd1804200903.htm,""",","""https://www1.folha.uol.com.br/fsp/saude/sd1804200903.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,19 de abril de 2009,19/04/2009,Não,"Falta leito psiquiátrico na rede, diz escritor","""",https://www1.folha.uol.com.br/fsp/cotidian/ff1904200909.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff1904200909.htm"","
Folha de S. Paulo,Mercado,Esquizofrenia,20/04/2009,20/04/2009,Não,Lucro da farmacêutica Eli Lilly sobe 23% no primeiro trimestre,"""",https://www1.folha.uol.com.br/mercado/2009/04/553595-lucro-da-farmaceutica-eli-lilly-sobe-23-no-primeiro-trimestre.shtml,""",","""https://www1.folha.uol.com.br/mercado/2009/04/553595-lucro-da-farmaceutica-eli-lilly-sobe-23-no-primeiro-trimestre.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,22 de abril de 2009,22/04/2009,Não,"""Sobreviventes"" aborda vida pós-trauma","""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2204200920.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2204200920.htm"","
Folha de S. Paulo,Painel do leitor,Esquizofrenia,22 de abril de 2009,22/04/2009,Não,Saúde mental,"""",https://www1.folha.uol.com.br/fsp/opiniao/fz2204200910.htm,""",","""https://www1.folha.uol.com.br/fsp/opiniao/fz2204200910.htm"","
Folha de S. Paulo,Show! (Agora),Esquizofrenia,23/04/2009,23/04/2009,Não,"""Mudou a forma como vejo o mundo"", diz ator","""",https://agora.folha.uol.com.br/show/ult10111u554725.shtml,""",","""https://agora.folha.uol.com.br/show/ult10111u554725.shtml"","
Folha de S. Paulo,Show! (Agora),Esquizofrenia,23/04/2009,23/04/2009,Não,Sofrimento e amigos no caminho de Tarso,"""",https://agora.folha.uol.com.br/show/ult10111u554731.shtml,""",","""https://agora.folha.uol.com.br/show/ult10111u554731.shtml"","
Folha de S. Paulo,Show! (Agora),Esquizofrenia,23/04/2009,23/04/2009,Não,Esquizofrenia pode ser controlada,"""",https://agora.folha.uol.com.br/show/ult10111u554728.shtml,""",","""https://agora.folha.uol.com.br/show/ult10111u554728.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,26 de abril de 2009,26/04/2009,Não,A sociedade sem traumas,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2604200920.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2604200920.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,28/04/2009,28/04/2009,Não,"Novela: Em ""Paraíso"", Zefa vai embora da fazenda","""",https://www1.folha.uol.com.br/ilustrada/2009/04/556891-novela-em-paraiso-zefa-vai-embora-da-fazenda.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2009/04/556891-novela-em-paraiso-zefa-vai-embora-da-fazenda.shtml"","
Folha de S. Paulo,Show! (Agora),Esquizofrenia,28/04/2009,28/04/2009,Não,Maya viaja com a mãe para vila e dá à luz um menino,"""",https://agora.folha.uol.com.br/show/ult10111u557066.shtml,""",","""https://agora.folha.uol.com.br/show/ult10111u557066.shtml"","
Folha de S. Paulo,BBC,Esquizofrenia,28/04/2009,28/04/2009,Não,Polícia de Israel prende grupo por incitar evasão do serviço militar,"""",https://www1.folha.uol.com.br/folha/bbc/ult272u557274.shtml,""",","""https://www1.folha.uol.com.br/folha/bbc/ult272u557274.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,30 de abril de 2009,30/04/2009,Não,Defesa alega que acusado tem distúrbio mental,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff3004200920.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff3004200920.htm"","
Folha de S. Paulo,Equilíbrio,Esquizofrenia,30 de abril de 2009,30/04/2009,Não,Cuidados que matam,"""",https://www1.folha.uol.com.br/fsp/equilibrio/eq3004200905.htm,""",","""https://www1.folha.uol.com.br/fsp/equilibrio/eq3004200905.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,30/04/2009,30/04/2009,Não,Servidor do Banco Central é acusado de matar mendigos em Brasília,"""",https://www1.folha.uol.com.br/cotidiano/2009/04/558426-servidor-do-banco-central-e-acusado-de-matar-mendigos-em-brasilia.shtml,""",","""https://www1.folha.uol.com.br/cotidiano/2009/04/558426-servidor-do-banco-central-e-acusado-de-matar-mendigos-em-brasilia.shtml"","
Folha de S. Paulo,NYT,Esquizofrenia,04 de maio de 2009,04/05/2009,Não,Decifração do genoma pode não levar à cura de doenças,"""",https://www1.folha.uol.com.br/fsp/newyorktimes/ny0405200912.htm,""",","""https://www1.folha.uol.com.br/fsp/newyorktimes/ny0405200912.htm"","
Folha de S. Paulo,Saúde,Esquizofrenia,09 de maio de 2009,09/05/2009,Não,Antipsicótico novo e antigo trazem mesmo risco cardíaco,"""",https://www1.folha.uol.com.br/fsp/saude/sd0905200901.htm,""",","""https://www1.folha.uol.com.br/fsp/saude/sd0905200901.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,10 de maio de 2009,10/05/2009,Não,Novela como alegoria,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq1005200923.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq1005200923.htm"","
Folha de S. Paulo,Ribeirão,Esquizofrenia,16 de Maio de 2009,16/05/2009,Não,Rapaz é flagrado furtando cofre de doação a hospital,"""",https://www1.folha.uol.com.br/fsp/ribeirao/ri1605200911.htm,""",","""https://www1.folha.uol.com.br/fsp/ribeirao/ri1605200911.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,17 de maio de 2009,17/05/2009,Não,Os inumeráveis estados do ser,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq1705200922.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq1705200922.htm"","
Folha de S. Paulo,Nas ruas (Agora),Esquizofrenia,17/05/2009,17/05/2009,Não,Primeira escola está inacabada,"""",https://agora.folha.uol.com.br/saopaulo/ult10103u567114.shtml,""",","""https://agora.folha.uol.com.br/saopaulo/ult10103u567114.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,22 de maio de 2009,22/05/2009,Não,Atirador do shopping é acusado de tentar matar colega de cela,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff2205200923.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff2205200923.htm"","
Folha de S. Paulo,Colunas,Esquizofrenia,31/05/2009,31/05/2009,Não,Gagliasso pode tentar suicídio em novela,"""",https://www1.folha.uol.com.br/colunas/zapping/574320-gagliasso-pode-tentar-suicidio-em-novela.shtml,""",","""https://www1.folha.uol.com.br/colunas/zapping/574320-gagliasso-pode-tentar-suicidio-em-novela.shtml"","
Folha de S. Paulo,NYT,Esquizofrenia,01 de junho de 2009,01/06/2009,Não,Como se concentrar em meio a tantas distrações,"""",https://www1.folha.uol.com.br/fsp/newyorktimes/ny0106200915.htm,""",","""https://www1.folha.uol.com.br/fsp/newyorktimes/ny0106200915.htm"","
Folha de S. Paulo,Saúde,Esquizofrenia,02 de junho de 2009,02/06/2009,Não,Professor é educado para identificar esquizofrenia,"""",https://www1.folha.uol.com.br/fsp/saude/sd0206200901.htm,""",","""https://www1.folha.uol.com.br/fsp/saude/sd0206200901.htm"","
Folha de S. Paulo,CIência,Esquizofrenia,03 de junho de 2009,03/06/2009,Não,Autismo é o preço da inteligência,"""",https://www1.folha.uol.com.br/fsp/ciencia/fe0306200901.htm,""",","""https://www1.folha.uol.com.br/fsp/ciencia/fe0306200901.htm"","
Folha de S. Paulo,Colunas,Esquizofrenia,06/06/2009,06/06/2009,Não,Cachê alto,"""",https://www1.folha.uol.com.br/folha/colunas/zapping/ult3954u577436.shtml,""",","""https://www1.folha.uol.com.br/folha/colunas/zapping/ult3954u577436.shtml"","
Folha de S. Paulo,Saúde,Esquizofrenia,07 de junho de 2009,07/06/2009,Não,Esquizofrenia sob controle,"""",https://www1.folha.uol.com.br/fsp/saude/sd0706200901.htm,""",","""https://www1.folha.uol.com.br/fsp/saude/sd0706200901.htm"","
Folha de S. Paulo,Show! (Agora),Esquizofrenia,10/06/2009,10/06/2009,Não,Ator fala sobre distúrbio em blog,"""",https://agora.folha.uol.com.br/show/ult10111u579045.shtml,""",","""https://agora.folha.uol.com.br/show/ult10111u579045.shtml"","
Folha de S. Paulo,saúde,Esquizofrenia,11 de junho de 2009,11/06/2009,Não,FDA AVALIA LIBERAÇÃO DE DROGAS PARA CRIANÇAS,"""",https://www1.folha.uol.com.br/fsp/saude/sd1106200906.htm,""",","""https://www1.folha.uol.com.br/fsp/saude/sd1106200906.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,15/06/2009,15/06/2009,Não,"""Washington Post"" diz que novelas alteram costumes no Brasil","""",https://www1.folha.uol.com.br/ilustrada/2009/06/581116-washington-post-diz-que-novelas-alteram-costumes-no-brasil.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2009/06/581116-washington-post-diz-que-novelas-alteram-costumes-no-brasil.shtml"","
Folha de S. Paulo,CIência,Esquizofrenia,18 de junho de 2009,18/06/2009,Não,"DNA apagado dobra risco de tumor no cérebro, diz grupo","""",https://www1.folha.uol.com.br/fsp/ciencia/fe1806200902.htm,""",","""https://www1.folha.uol.com.br/fsp/ciencia/fe1806200902.htm"","
Folha de S. Paulo,Defesa do cidadão (Agora),Esquizofrenia,21/06/2009,21/06/2009,Não,Taxista fica sem o benefício,"""",https://agora.folha.uol.com.br/defesadocidadao/ult10108u584083.shtml,""",","""https://agora.folha.uol.com.br/defesadocidadao/ult10108u584083.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,04 de julho de 2009,04/07/2009,Não,Paciente produz e dirige documentário; ator cria blog contra preconceito,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff0407200908.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff0407200908.htm"","
Folha de S. Paulo,CIência,Esquizofrenia,06/07/2009,06/07/2009,Não,"Pesquisadores transformam atividade cerebral em ""música""","""",https://www1.folha.uol.com.br/ciencia/2009/07/591212-pesquisadores-transformam-atividade-cerebral-em-musica.shtml,""",","""https://www1.folha.uol.com.br/ciencia/2009/07/591212-pesquisadores-transformam-atividade-cerebral-em-musica.shtml"","
Folha de S. Paulo,Colunas,Esquizofrenia,09/07/2009,09/07/2009,Não,Michael who?,"""",https://www1.folha.uol.com.br/colunas/helioschwartsman/2009/07/592447-michael-who.shtml,""",","""https://www1.folha.uol.com.br/colunas/helioschwartsman/2009/07/592447-michael-who.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,10 de julho de 2009,10/07/2009,Não,Internação psiquiátrica é via-crúcis de doentes,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff1007200931.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff1007200931.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,15/07/2009,15/07/2009,Não,"PM confunde rádio com arma e mata homem em Belém (PA), dizem testemunhas","""",https://www1.folha.uol.com.br/cotidiano/2009/07/595654-pm-confunde-radio-com-arma-e-mata-homem-em-belem-pa-dizem-testemunhas.shtml,""",","""https://www1.folha.uol.com.br/cotidiano/2009/07/595654-pm-confunde-radio-com-arma-e-mata-homem-em-belem-pa-dizem-testemunhas.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,19 de julho de 2009,19/07/2009,Não,Boas intenções não bastam,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq1907200922.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq1907200922.htm"","
Folha de S. Paulo,Painel do leitor,Esquizofrenia,21/07/2009,21/07/2009,Não,Ferreira Gullar,"""",https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/597821-jose-simao-educacao-une-ferreira-gullar.shtml,""",","""https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/597821-jose-simao-educacao-une-ferreira-gullar.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,26 de julho de 2009,26/07/2009,Não,CAMINHO DAS ÍNDIAS,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2607200917.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2607200917.htm"","
Folha de S. Paulo,Painel do leitor,Esquizofrenia,27 de julho de 2009,27/07/2009,Não,Saúde mental,"""",https://www1.folha.uol.com.br/fsp/opiniao/fz2707200910.htm,""",","""https://www1.folha.uol.com.br/fsp/opiniao/fz2707200910.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,29/07/2009,29/07/2009,Não,"Novela: Ramiro e Yvone se beijam em ""Caminho das Índias""","""",https://www1.folha.uol.com.br/ilustrada/2009/07/601646-novela-ramiro-e-yvone-se-beijam-em-caminho-das-indias.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2009/07/601646-novela-ramiro-e-yvone-se-beijam-em-caminho-das-indias.shtml"","
Folha de S. Paulo,Colunas,Esquizofrenia,06/08/2009,06/08/2009,Não,Priscila barra Ana em evento em SP,"""",https://www1.folha.uol.com.br/folha/colunas/zapping/ult3954u605692.shtml,""",","""https://www1.folha.uol.com.br/folha/colunas/zapping/ult3954u605692.shtml"","
Folha de S. Paulo,Teatro,Esquizofrenia,12/08/2009,12/08/2009,Não,"Visto por 22 mil, ""O Zoológico de Vidro"", com Cássia Kiss, volta a SP
","""",https://guia.folha.uol.com.br/teatro/ult10053u608211.shtml,""",","""https://guia.folha.uol.com.br/teatro/ult10053u608211.shtml"","
Folha de S. Paulo,CIência,Esquizofrenia,20/08/2009,20/08/2009,Não,Diferença anatômica no cérebro explica alucinações auditivas esquizofrênicas,"""",https://www1.folha.uol.com.br/ciencia/2009/08/612556-diferenca-anatomica-no-cerebro-explica-alucinacoes-auditivas-esquizofrenicas.shtml,""",","""https://www1.folha.uol.com.br/ciencia/2009/08/612556-diferenca-anatomica-no-cerebro-explica-alucinacoes-auditivas-esquizofrenicas.shtml"","
Folha de S. Paulo,CIência,Esquizofrenia,30 de agosto de 2009,30/08/2009,Não,O eu no cérebro,"""",https://www1.folha.uol.com.br/fsp/ciencia/fe3008200904.htm,""",","""https://www1.folha.uol.com.br/fsp/ciencia/fe3008200904.htm"","
Folha de S. Paulo,Folhateen,Esquizofrenia,31 de agosto de 2009,31/08/2009,Não,"De repente, adulto","""",https://www1.folha.uol.com.br/fsp/folhatee/fm3108200909.htm,""",","""https://www1.folha.uol.com.br/fsp/folhatee/fm3108200909.htm"","
